"mapruleid","shortname","network","allowedservergeo","excludedserverGeo"
"14327","s2027","essl","",""
"14328","s2028","essl","",""
"14329","s2029","essl","",""
"14330","s2030","essl","",""
"14331","s2031","essl","",""
"14332","s2032","essl","",""
"14333","s2033","essl","",""
"14334","s2034","essl","",""
"14335","s2035","essl","",""
"14336","s2036","essl","",""
"14337","s2037","essl","",""
"14338","s2038","essl","",""
"14339","s2039","essl","",""
"14340","s2040","essl","",""
"14341","s2041","essl","",""
"14342","s2042","essl","",""
"14343","s2043","essl","",""
"14344","s2044","essl","",""
"14345","s2045","essl","",""
"14346","s2046","essl","",""
"14347","s2047","essl","",""
"14348","s2048","essl","",""
"14349","s2049","essl","",""
"14350","s2050","essl","",""
"14351","s2051","essl","",""
"14352","s2052","essl","",""
"14353","s2053","essl","",""
"14354","s2054","essl","",""
"14355","s2055","essl","",""
"14356","s2056","essl","",""
"14357","s2057","essl","",""
"14358","s2058","essl","",""
"14359","s2059","essl","",""
"14360","s2060","essl","",""
"14361","s2061","essl","",""
"14362","s2062","essl","",""
"14363","s2063","essl","",""
"14364","s2064","essl","",""
"14365","s2065","essl","",""
"14366","s2066","essl","",""
"14367","s2067","essl","",""
"14368","s2068","essl","",""
"14369","s2069","essl","",""
"14370","s2070","essl","",""
"14371","s2071","essl","",""
"14372","s2072","essl","",""
"14373","s2073","essl","",""
"14374","s2074","essl","",""
"14375","s2075","essl","",""
"14376","s2076","essl","",""
"14377","s2077","essl","",""
"14378","s2078","essl","",""
"14379","s2079","essl","",""
"14380","s2080","essl","",""
"14381","s2081","essl","",""
"14382","s2082","essl","",""
"14383","s2083","essl","",""
"14384","s2084","essl","",""
"14385","s2085","essl","",""
"14386","s2086","essl","",""
"14387","s2087","essl","",""
"14388","s2088","essl","",""
"14389","s2089","essl","",""
"14390","s2090","essl","",""
"14391","s2091","essl","",""
"14392","s2092","essl","",""
"14393","s2093","essl","",""
"14394","s2094","essl","",""
"14395","s2095","essl","",""
"14396","s2096","essl","",""
"14397","s2097","essl","",""
"14398","s2098","essl","",""
"14399","s2099","essl","",""
"14400","s2100","essl","",""
"14401","s2101","essl","",""
"14402","s2102","essl","",""
"14403","s2103","essl","",""
"14404","s2104","essl","",""
"14405","s2105","essl","",""
"14406","s2106","essl","",""
"14407","s2107","essl","",""
"14408","s2108","essl","",""
"14409","s2109","essl","",""
"14410","s2110","essl","",""
"14411","s2111","essl","",""
"14412","s2112","essl","",""
"14413","s2113","essl","",""
"14414","s2114","essl","",""
"14415","s2115","essl","",""
"14416","s2116","essl","",""
"14417","s2117","essl","",""
"14418","s2118","essl","",""
"14419","s2119","essl","",""
"14420","s2120","essl","",""
"14421","s2121","essl","",""
"14422","s2122","essl","",""
"14423","s2123","essl","",""
"14424","s2124","essl","",""
"14425","s2125","essl","",""
"14426","s2126","essl","",""
"14427","s2127","essl","",""
"14428","s2128","essl","",""
"14429","s2129","essl","",""
"14430","s2130","essl","",""
"14431","s2131","essl","",""
"14432","s2132","essl","",""
"14433","s2133","essl","",""
"14434","s2134","essl","",""
"14435","s2135","essl","",""
"14436","s2136","essl","",""
"14437","s2137","essl","",""
"14438","s2138","essl","",""
"14439","s2139","essl","",""
"14440","s2140","essl","",""
"14441","s2141","essl","",""
"14442","s2142","essl","",""
"14443","s2143","essl","",""
"14444","s2144","essl","",""
"14445","s2145","essl","",""
"14446","s2146","essl","",""
"14447","s2147","essl","",""
"14448","s2148","essl","",""
"14449","s2149","essl","",""
"14450","s2150","essl","",""
"14451","s2151","essl","",""
"14452","s2152","essl","",""
"14453","s2153","essl","",""
"14454","s2154","essl","",""
"14455","s2155","essl","",""
"14456","s2156","essl","",""
"14457","s2157","essl","",""
"14458","s2158","essl","",""
"14459","s2159","essl","",""
"14460","s2160","essl","",""
"14461","s2161","essl","",""
"14462","s2162","essl","",""
"14463","s2163","essl","",""
"14464","s2164","essl","",""
"14465","s2165","essl","",""
"14466","s2166","essl","",""
"14467","s2167","essl","",""
"14468","s2168","essl","",""
"14469","s2169","essl","",""
"14470","s2170","essl","",""
"14471","s2171","essl","",""
"14472","s2172","essl","",""
"14473","s2173","essl","",""
"14474","s2174","essl","",""
"14475","s2175","essl","",""
"14476","s2176","essl","",""
"14477","s2177","essl","",""
"14478","s2178","essl","",""
"14479","s2179","essl","",""
"14480","s2180","essl","",""
"14481","s2181","essl","",""
"14482","s2182","essl","",""
"14483","s2183","essl","",""
"14484","s2184","essl","",""
"14485","s2185","essl","",""
"14486","s2186","essl","",""
"14487","s2187","essl","",""
"14488","s2188","essl","",""
"14489","s2189","essl","",""
"14490","s2190","essl","",""
"14491","s2191","essl","",""
"14492","s2192","essl","",""
"14493","s2193","essl","",""
"14494","s2194","essl","",""
"14495","s2195","essl","",""
"14496","s2196","essl","",""
"14497","s2197","essl","",""
"14498","s2198","essl","",""
"14499","s2199","essl","",""
"14502","srip63","srip","",""
"14504","srip65","srip","",""
"14505","srip66","srip","",""
"14506","srip67","srip","",""
"14507","srip68","srip","",""
"14510","srip71","srip","",""
"14513","srip74","srip","",""
"14514","srip75","srip","",""
"14515","srip76","srip","",""
"14516","srip77","srip","",""
"14517","srip78","srip","",""
"14519","srip80","srip","",""
"14520","srip81","srip","",""
"14521","srip82","srip","",""
"14522","srip83","srip","",""
"14523","srip84","srip","",""
"14542","i6srip54","srip","",""
"14543","dscsrip54","srip","",""
"14546","i6sripcnc","srip","",""
"14547","dscsripcnc","srip","",""
"14548","i6srip41","srip","",""
"14549","dscsrip41","srip","",""
"14550","i6srip16","srip","",""
"14551","dscsrip16","srip","",""
"14800","chp","freeflow","",""
"14801","chf","freeflow","",""
"14802","cheu2p","freeflow","",""
"14803","cheu2f","freeflow","",""
"14804","ch2p","freeflow","",""
"14805","ch2f","freeflow","",""
"14806","ch185p","freeflow","",""
"14807","ch185f","freeflow","",""
"14808","chapacp","freeflow","",""
"14809","chapacf","freeflow","",""
"14810","chausp","freeflow","",""
"14811","chausf","freeflow","",""
"14812","ch010p","freeflow","",""
"14813","ch010f","freeflow","",""
"14814","ch180p","freeflow","",""
"14815","ch180f","freeflow","",""
"14816","chjpp","freeflow","",""
"14817","chjpf","freeflow","",""
"14818","ch186p","freeflow","",""
"14819","ch186f","freeflow","",""
"14820","cheus2p","freeflow","",""
"14821","cheus2f","freeflow","",""
"14822","chcus2p","freeflow","",""
"14823","chcus2f","freeflow","",""
"14824","chwus2p","freeflow","",""
"14825","chwus2f","freeflow","",""
"14834","chsc00p","freeflow","",""
"14835","chsc00f","freeflow","",""
"14836","chsc01p","freeflow","",""
"14837","chsc01f","freeflow","",""
"14838","chsc02p","freeflow","",""
"14839","chsc02f","freeflow","",""
"14840","chsc03p","freeflow","",""
"14841","chsc03f","freeflow","",""
"14842","chsc04p","freeflow","",""
"14843","chsc04f","freeflow","",""
"14844","chsc05p","freeflow","",""
"14845","chsc05f","freeflow","",""
"14846","chsc06p","freeflow","",""
"14847","chsc06f","freeflow","",""
"14848","chsc07p","freeflow","",""
"14849","chsc07f","freeflow","",""
"14850","chsc08p","freeflow","",""
"14851","chsc08f","freeflow","",""
"14852","chsc09p","freeflow","",""
"14853","chsc09f","freeflow","",""
"14854","chsc10p","freeflow","",""
"14855","chsc10f","freeflow","",""
"14856","chsc11p","freeflow","",""
"14857","chsc11f","freeflow","",""
"14858","chsc12p","freeflow","",""
"14859","chsc12f","freeflow","",""
"14860","chsc13p","freeflow","",""
"14861","chsc13f","freeflow","",""
"14862","chsc14p","freeflow","",""
"14863","chsc14f","freeflow","",""
"14999","apin","essl","",""
"15000","api1","essl","",""
"15001","api2","essl","",""
"15002","api3","essl","",""
"15003","api4","essl","",""
"15004","api5","essl","",""
"15005","api6","essl","",""
"15006","api7","essl","",""
"15007","api8","essl","",""
"15008","api9","essl","",""
"15009","api10","essl","",""
"15010","api11","essl","",""
"15011","api12","essl","",""
"15012","api13","essl","",""
"15013","api14","essl","",""
"15014","api15","essl","",""
"15020","i6api1","essl","",""
"15021","i6api2","essl","",""
"15022","i6api3","essl","",""
"15023","i6api4","essl","",""
"15024","i6api5","essl","",""
"15025","i6api6","essl","",""
"15026","i6api7","essl","",""
"15027","i6api8","essl","",""
"15028","i6api9","essl","",""
"15029","i6api10","essl","",""
"15030","i6api11","essl","",""
"15031","i6api12","essl","",""
"15032","i6api13","essl","",""
"15033","i6api14","essl","",""
"15034","i6api15","essl","",""
"15040","dscapi1","essl","",""
"15041","dscapi2","essl","",""
"15042","dscapi3","essl","",""
"15043","dscapi4","essl","",""
"15044","dscapi5","essl","",""
"15045","dscapi6","essl","",""
"15046","dscapi7","essl","",""
"15047","dscapi8","essl","",""
"15048","dscapi9","essl","",""
"15049","dscapi10","essl","",""
"15050","dscapi11","essl","",""
"15051","dscapi12","essl","",""
"15052","dscapi13","essl","",""
"15053","dscapi14","essl","",""
"15054","dscapi15","essl","",""
"15061","w141","freeflow","",""
"15063","w143","freeflow","",""
"15064","w144","freeflow","",""
"15065","w145","freeflow","",""
"15066","w146","freeflow","",""
"15067","w147","freeflow","",""
"15068","w148","freeflow","",""
"15069","w149","freeflow","",""
"15070","w150","freeflow","",""
"15071","w151","freeflow","",""
"15072","w152","freeflow","",""
"15073","w153","freeflow","",""
"15074","w154","freeflow","","RU"
"15075","w155","freeflow","",""
"15101","w181","freeflow","US",""
"15102","w182","freeflow","US",""
"15103","w183","freeflow","US",""
"15104","w184","freeflow","US",""
"15105","w185","freeflow","US",""
"15111","i6w141","freeflow","",""
"15113","i6w143","freeflow","",""
"15114","i6w144","freeflow","",""
"15115","i6w145","freeflow","",""
"15116","i6w146","freeflow","",""
"15117","i6w147","freeflow","",""
"15118","i6w148","freeflow","",""
"15119","i6w149","freeflow","",""
"15120","i6w150","freeflow","",""
"15121","i6w151","freeflow","",""
"15122","i6w152","freeflow","",""
"15123","i6w153","freeflow","",""
"15124","i6w154","freeflow","","RU"
"15125","i6w155","freeflow","",""
"15151","i6w181","freeflow","US",""
"15152","i6w182","freeflow","US",""
"15153","i6w183","freeflow","US",""
"15154","i6w184","freeflow","US",""
"15155","i6w185","freeflow","US",""
"15161","dscw141","freeflow","",""
"15163","dscw143","freeflow","",""
"15164","dscw144","freeflow","",""
"15165","dscw145","freeflow","",""
"15166","dscw146","freeflow","",""
"15167","dscw147","freeflow","",""
"15168","dscw148","freeflow","",""
"15169","dscw149","freeflow","",""
"15170","dscw150","freeflow","",""
"15171","dscw151","freeflow","",""
"15172","dscw152","freeflow","",""
"15173","dscw153","freeflow","",""
"15174","dscw154","freeflow","",""
"15175","dscw155","freeflow","",""
"15201","dscw181","freeflow","",""
"15202","dscw182","freeflow","",""
"15203","dscw183","freeflow","",""
"15204","dscw184","freeflow","",""
"15205","dscw185","freeflow","",""
"15211","api1","freeflow","",""
"15212","api2","freeflow","",""
"15213","api3","freeflow","",""
"15214","api4","freeflow","",""
"15215","api5","freeflow","",""
"15216","api6","freeflow","","RU"
"15217","api7","freeflow","","RU"
"15218","api8","freeflow","","RU"
"15219","api9","freeflow","","RU"
"15220","api10","freeflow","","RU"
"15231","i6api1","freeflow","",""
"15232","i6api2","freeflow","",""
"15233","i6api3","freeflow","",""
"15234","i6api4","freeflow","",""
"15235","i6api5","freeflow","",""
"15236","i6api6","freeflow","","RU"
"15237","i6api7","freeflow","","RU"
"15238","i6api8","freeflow","","RU"
"15239","i6api9","freeflow","","RU"
"15240","i6api10","freeflow","","RU"
"15251","dscapi1","freeflow","",""
"15252","dscapi2","freeflow","",""
"15253","dscapi3","freeflow","",""
"15254","dscapi4","freeflow","",""
"15255","dscapi5","freeflow","",""
"15256","dscapi6","freeflow","",""
"15257","dscapi7","freeflow","",""
"15258","dscapi8","freeflow","",""
"15259","dscapi9","freeflow","",""
"15260","dscapi10","freeflow","",""
"15300","s2399","essl","",""
"15301","s2400","essl","",""
"15302","s2401","essl","",""
"15303","s2402","essl","",""
"15304","s2403","essl","",""
"15305","s2404","essl","",""
"15306","s2405","essl","",""
"15307","s2406","essl","",""
"15308","s2407","essl","",""
"15309","s2408","essl","",""
"15310","s2409","essl","",""
"15311","s2410","essl","",""
"15312","s2411","essl","",""
"15313","s2412","essl","",""
"15314","s2413","essl","",""
"15315","s2414","essl","",""
"15316","s2415","essl","",""
"15317","s2416","essl","",""
"15318","s2417","essl","",""
"15319","s2418","essl","",""
"15320","s2419","essl","",""
"15321","s2420","essl","",""
"15322","s2421","essl","",""
"15323","s2422","essl","",""
"15324","s2423","essl","",""
"15325","s2424","essl","",""
"15326","s2425","essl","",""
"15327","s2426","essl","",""
"15328","s2427","essl","",""
"15329","s2428","essl","",""
"15330","s2429","essl","",""
"15331","s2430","essl","",""
"15332","s2431","essl","",""
"15333","s2432","essl","",""
"15334","s2433","essl","",""
"15335","s2434","essl","",""
"15336","s2435","essl","",""
"15337","s2436","essl","",""
"15338","s2437","essl","",""
"15339","s2438","essl","",""
"15340","s2439","essl","",""
"15341","s2440","essl","",""
"15342","s2441","essl","",""
"15343","s2442","essl","",""
"15344","s2443","essl","",""
"15345","s2444","essl","",""
"15346","s2445","essl","",""
"15347","s2446","essl","",""
"15348","s2447","essl","",""
"15349","s2448","essl","",""
"15350","s2449","essl","",""
"15351","s2450","essl","",""
"15352","s2451","essl","",""
"15353","s2452","essl","",""
"15354","s2453","essl","",""
"15355","s2454","essl","",""
"15356","s2455","essl","",""
"15357","s2456","essl","",""
"15358","s2457","essl","",""
"15359","s2458","essl","",""
"15360","s2459","essl","",""
"15361","s2460","essl","",""
"15362","s2461","essl","",""
"15363","s2462","essl","",""
"15364","s2463","essl","",""
"15365","s2464","essl","",""
"15366","s2465","essl","",""
"15367","s2466","essl","",""
"15368","s2467","essl","",""
"15369","s2468","essl","",""
"15370","s2469","essl","",""
"15371","s2470","essl","",""
"15372","s2471","essl","",""
"15373","s2472","essl","",""
"15374","s2473","essl","",""
"15375","s2474","essl","",""
"15376","s2475","essl","",""
"15377","s2476","essl","",""
"15378","s2477","essl","",""
"15379","s2478","essl","",""
"15380","s2479","essl","",""
"15381","s2480","essl","",""
"15382","s2481","essl","",""
"15383","s2482","essl","",""
"15384","s2483","essl","",""
"15385","s2484","essl","",""
"15386","s2485","essl","",""
"15387","s2486","essl","",""
"15388","s2487","essl","",""
"15389","s2488","essl","",""
"15390","s2489","essl","",""
"15391","s2490","essl","",""
"15392","s2491","essl","",""
"15393","s2492","essl","",""
"15394","s2493","essl","",""
"15395","s2494","essl","",""
"15396","s2495","essl","",""
"15397","s2496","essl","",""
"15398","s2497","essl","",""
"15399","s2498","essl","",""
"15400","s2500","essl","",""
"15401","s2501","essl","",""
"15402","s2502","essl","",""
"15403","s2503","essl","",""
"15404","s2504","essl","",""
"15405","s2505","essl","",""
"15406","s2506","essl","",""
"15407","s2507","essl","",""
"15408","s2508","essl","",""
"15409","s2509","essl","",""
"15410","s2510","essl","",""
"15411","s2511","essl","",""
"15412","s2512","essl","",""
"15413","s2513","essl","",""
"15414","s2514","essl","",""
"15415","s2515","essl","",""
"15416","s2516","essl","",""
"15417","s2517","essl","",""
"15418","s2518","essl","",""
"15419","s2519","essl","",""
"15420","s2520","essl","",""
"15421","s2521","essl","",""
"15422","s2522","essl","",""
"15423","s2523","essl","",""
"15424","s2524","essl","",""
"15425","s2525","essl","",""
"15426","s2526","essl","",""
"15427","s2527","essl","",""
"15428","s2528","essl","",""
"15429","s2529","essl","",""
"15430","s2530","essl","",""
"15431","s2531","essl","",""
"15432","s2532","essl","",""
"15433","s2533","essl","",""
"15434","s2534","essl","",""
"15435","s2535","essl","",""
"15436","s2536","essl","",""
"15437","s2537","essl","",""
"15438","s2538","essl","",""
"15439","s2539","essl","",""
"15440","s2540","essl","",""
"15441","s2541","essl","",""
