"mapruleid","shortname","network","allowedservergeo","excludedserverGeo"
"10857","s1357","essl","",""
"10858","s1358","essl","",""
"10859","s1359","essl","",""
"10860","s1360","essl","",""
"10861","s1361","essl","",""
"10862","s1362","essl","",""
"10863","s1363","essl","",""
"10864","s1364","essl","",""
"10865","s1365","essl","",""
"10866","s1366","essl","",""
"10867","s1367","essl","",""
"10868","s1368","essl","",""
"10869","s1369","essl","",""
"10870","s1370","essl","",""
"10871","s1371","essl","",""
"10872","s1372","essl","",""
"10873","s1373","essl","",""
"10874","s1374","essl","",""
"10875","s1375","essl","",""
"10876","s1376","essl","",""
"10877","s1377","essl","",""
"10878","s1378","essl","",""
"10879","s1379","essl","",""
"10880","s1380","essl","",""
"10881","s1381","essl","",""
"10882","s1382","essl","",""
"10883","s1383","essl","",""
"10884","s1384","essl","",""
"10885","s1385","essl","",""
"10886","s1386","essl","",""
"10887","s1387","essl","",""
"10888","s1388","essl","",""
"10889","s1389","essl","",""
"10890","s1390","essl","",""
"10891","s1391","essl","",""
"10892","s1392","essl","",""
"10893","s1393","essl","",""
"10894","s1394","essl","",""
"10895","s1395","essl","",""
"10896","s1396","essl","",""
"10897","s1397","essl","",""
"10898","s1398","essl","",""
"10899","s1399","essl","",""
"10900","s1400","essl","",""
"10901","s1401","essl","",""
"10902","s1402","essl","",""
"10903","s1403","essl","",""
"10904","s1404","essl","",""
"10905","s1405","essl","",""
"10906","s1406","essl","",""
"10907","s1407","essl","",""
"10908","s1408","essl","",""
"10909","s1409","essl","",""
"10910","s1410","essl","",""
"10911","s1411","essl","",""
"10912","s1412","essl","",""
"10913","s1413","essl","",""
"10914","s1414","essl","",""
"10915","s1415","essl","",""
"10916","s1416","essl","",""
"10917","s1417","essl","",""
"10918","s1418","essl","",""
"10919","s1419","essl","",""
"10920","s1420","essl","",""
"10921","s1421","essl","",""
"10922","s1422","essl","",""
"10923","s1423","essl","",""
"10924","s1424","essl","",""
"10925","s1425","essl","",""
"10926","s1426","essl","",""
"10927","s1427","essl","",""
"10928","s1428","essl","",""
"10929","s1429","essl","",""
"10930","s1430","essl","",""
"10931","s1431","essl","",""
"10932","s1432","essl","",""
"10933","s1433","essl","",""
"10934","s1434","essl","",""
"10935","s1435","essl","",""
"10936","s1436","essl","",""
"10937","s1437","essl","",""
"10938","s1438","essl","",""
"10939","s1439","essl","",""
"10940","s1440","essl","",""
"10941","s1441","essl","",""
"10942","s1442","essl","",""
"10943","s1443","essl","",""
"10944","s1444","essl","",""
"10945","s1445","essl","",""
"10946","s1446","essl","",""
"10947","s1447","essl","",""
"10948","s1448","essl","",""
"10949","s1449","essl","",""
"10950","s1450","essl","",""
"10951","s1451","essl","",""
"10952","s1452","essl","",""
"10953","s1453","essl","",""
"10954","s1454","essl","",""
"10955","s1455","essl","",""
"10956","s1456","essl","",""
"10957","s1457","essl","",""
"10958","s1458","essl","",""
"10959","s1459","essl","",""
"10960","s1460","essl","",""
"10961","s1461","essl","",""
"10962","s1462","essl","",""
"10963","s1463","essl","",""
"10964","s1464","essl","",""
"10965","s1465","essl","",""
"10966","s1466","essl","",""
"10967","s1467","essl","",""
"10968","s1468","essl","",""
"10969","s1469","essl","",""
"10970","s1470","essl","",""
"10971","s1471","essl","",""
"10972","s1472","essl","",""
"10973","s1473","essl","",""
"10974","s1474","essl","",""
"10975","s1475","essl","",""
"10976","s1476","essl","",""
"10977","s1477","essl","",""
"10978","s1478","essl","",""
"10979","s1479","essl","",""
"10980","s1480","essl","",""
"10981","s1481","essl","",""
"10982","s1482","essl","",""
"10983","s1483","essl","",""
"10984","s1484","essl","",""
"10985","s1485","essl","",""
"10986","s1486","essl","",""
"10987","s1487","essl","",""
"10988","s1488","essl","",""
"10989","s1489","essl","",""
"10990","s1490","essl","",""
"10991","s1491","essl","",""
"10992","s1492","essl","",""
"10993","s1493","essl","",""
"10994","s1494","essl","",""
"10995","s1495","essl","",""
"10996","s1496","essl","",""
"10997","s1497","essl","",""
"10998","s1498","essl","",""
"10999","s1499","essl","",""
"11000","s1500","essl","",""
"11001","s1501","essl","",""
"11002","s1502","essl","",""
"11003","s1503","essl","",""
"11004","s1504","essl","",""
"11005","s1505","essl","",""
"11006","s1506","essl","",""
"11007","s1507","essl","",""
"11008","s1508","essl","",""
"11009","s1509","essl","",""
"11010","s1510","essl","",""
"11011","s1511","essl","",""
"11012","s1512","essl","",""
"11013","s1513","essl","",""
"11014","s1514","essl","",""
"11015","s1515","essl","",""
"11016","s1516","essl","",""
"11017","s1517","essl","",""
"11018","s1518","essl","",""
"11019","s1519","essl","",""
"11020","s1520","essl","",""
"11021","s1521","essl","",""
"11022","s1522","essl","",""
"11023","s1523","essl","",""
"11024","s1524","essl","",""
"11025","s1525","essl","",""
"11026","s1526","essl","",""
"11027","s1527","essl","",""
"11028","s1528","essl","",""
"11029","s1529","essl","",""
"11030","s1530","essl","",""
"11031","s1531","essl","",""
"11032","s1532","essl","",""
"11033","s1533","essl","",""
"11034","s1534","essl","",""
"11035","s1535","essl","",""
"11036","s1536","essl","",""
"11037","s1537","essl","",""
"11038","s1538","essl","",""
"11039","s1539","essl","",""
"11040","s1540","essl","",""
"11041","s1541","essl","",""
"11042","s1542","essl","",""
"11043","s1543","essl","",""
"11044","s1544","essl","",""
"11045","s1545","essl","",""
"11046","s1546","essl","",""
"11047","s1547","essl","",""
"11048","s1548","essl","",""
"11049","s1549","essl","",""
"11050","s1550","essl","",""
"11051","s1551","essl","",""
"11052","s1552","essl","",""
"11053","s1553","essl","",""
"11054","s1554","essl","",""
"11055","s1555","essl","",""
"11056","s1556","essl","",""
"11057","s1557","essl","",""
"11058","s1558","essl","",""
"11059","s1559","essl","",""
"11060","s1560","essl","",""
"11061","s1561","essl","",""
"11062","s1562","essl","",""
"11063","s1563","essl","",""
"11064","s1564","essl","",""
"11065","s1565","essl","",""
"11066","s1566","essl","",""
"11067","s1567","essl","",""
"11068","s1568","essl","",""
"11069","s1569","essl","",""
"11070","s1570","essl","",""
"11071","s1571","essl","",""
"11072","s1572","essl","",""
"11073","s1573","essl","",""
"11074","s1574","essl","",""
"11075","s1575","essl","",""
"11076","s1576","essl","",""
"11077","s1577","essl","",""
"11078","s1578","essl","",""
"11079","s1579","essl","",""
"11080","s1580","essl","",""
"11081","s1581","essl","",""
"11082","s1582","essl","",""
"11083","s1583","essl","",""
"11084","s1584","essl","",""
"11085","s1585","essl","",""
"11086","s1586","essl","",""
"11087","s1587","essl","",""
"11088","s1588","essl","",""
"11089","s1589","essl","",""
"11090","s1590","essl","",""
"11091","s1591","essl","",""
"11092","s1592","essl","",""
"11093","s1593","essl","",""
"11094","s1594","essl","",""
"11095","s1595","essl","",""
"11096","s1596","essl","",""
"11097","s1597","essl","",""
"11098","s1598","essl","",""
"11099","s1599","essl","",""
"11100","s1600","essl","",""
"11101","s1601","essl","",""
"11102","s1602","essl","",""
"11103","s1603","essl","",""
"11104","s1604","essl","",""
"11105","s1605","essl","",""
"11106","s1606","essl","",""
"11107","s1607","essl","",""
"11108","s1608","essl","",""
"11109","s1609","essl","",""
"11110","s1610","essl","",""
"11111","s1611","essl","",""
"11112","s1612","essl","",""
"11113","s1613","essl","",""
"11114","s1614","essl","",""
"11115","s1615","essl","",""
"11116","s1616","essl","",""
"11117","s1617","essl","",""
"11118","s1618","essl","",""
"11119","s1619","essl","",""
"11120","s1620","essl","",""
"11121","s1621","essl","",""
"11122","s1622","essl","",""
"11123","s1623","essl","",""
"11124","s1624","essl","",""
"11125","s1625","essl","",""
"11126","s1626","essl","",""
"11127","s1627","essl","",""
"11128","s1628","essl","",""
"11129","s1629","essl","",""
"11130","s1630","essl","",""
"11131","s1631","essl","",""
"11132","s1632","essl","",""
"11133","s1633","essl","",""
"11134","s1634","essl","",""
"11135","s1635","essl","",""
"11136","s1636","essl","",""
"11137","s1637","essl","",""
"11138","s1638","essl","",""
"11139","s1639","essl","",""
"11140","s1640","essl","",""
"11141","s1641","essl","",""
"11142","s1642","essl","",""
"11143","s1643","essl","",""
"11144","s1644","essl","",""
"11145","s1645","essl","",""
"11146","s1646","essl","",""
"11147","s1647","essl","",""
"11148","s1648","essl","",""
"11149","s1649","essl","",""
"11150","s1650","essl","",""
"11151","s1651","essl","",""
"11152","s1652","essl","",""
"11153","s1653","essl","",""
"11154","s1654","essl","",""
"11155","s1655","essl","",""
"11156","s1656","essl","",""
"11157","s1657","essl","",""
"11158","s1658","essl","",""
"11159","s1659","essl","",""
"11160","s1660","essl","",""
"11161","s1661","essl","",""
"11162","s1662","essl","",""
"11163","s1663","essl","",""
"11164","s1664","essl","",""
"11165","s1665","essl","",""
"11166","s1666","essl","",""
"11167","s1667","essl","",""
"11168","s1668","essl","",""
"11169","s1669","essl","",""
"11170","s1670","essl","",""
"11171","s1671","essl","",""
"11172","s1672","essl","",""
"11173","s1673","essl","",""
"11174","s1674","essl","",""
"11175","s1675","essl","",""
"11176","s1676","essl","",""
"11177","s1677","essl","",""
"11178","s1678","essl","",""
"11179","s1679","essl","",""
"11180","s1680","essl","",""
"11181","s1681","essl","",""
"11182","s1682","essl","",""
"11183","s1683","essl","",""
"11184","s1684","essl","",""
"11185","s1685","essl","",""
"11186","s1686","essl","",""
"11187","s1687","essl","",""
"11188","s1688","essl","",""
"11189","s1689","essl","",""
"11190","s1690","essl","",""
"11191","s1691","essl","",""
"11192","s1692","essl","",""
"11193","s1693","essl","",""
"11194","s1694","essl","",""
"11195","s1695","essl","",""
"11196","s1696","essl","",""
"11197","s1697","essl","",""
"11198","s1698","essl","",""
"11199","s1699","essl","",""
"11297","vyg197","mts","",""
"11298","vyg198","mts","",""
"11299","vyg199","mts","",""
"11350","ct-svc1","freeflow","",""
"11351","i6ct-svc1","freeflow","",""
"11352","dscct-svc1","freeflow","",""
"11353","mcs-defaul","freeflow","",""
"11354","i6mcs-defa","freeflow","",""
"11355","dscmcs-def","freeflow","",""
"11400","r1","crypto","",""
"11401","r2","crypto","",""
"11402","r3","crypto","",""
"11403","r4","crypto","",""
"11404","r5","crypto","",""
"11405","r6","crypto","",""
"11406","r7","crypto","",""
"11407","r8","crypto","",""
"11408","r9","crypto","",""
"11409","r10","crypto","",""
"11410","r11","crypto","",""
"11411","r12","crypto","",""
"11412","r13","crypto","",""
"11413","r14","crypto","",""
"11414","r15","crypto","",""
"11415","r16","crypto","",""
"11416","r17","crypto","",""
"11417","r18","crypto","",""
"11418","r19","crypto","",""
"11419","r20","crypto","",""
"11420","r21","crypto","",""
"11421","r22","crypto","",""
"11422","r23","crypto","",""
"11423","r24","crypto","",""
"11424","r25","crypto","",""
"11425","r26","crypto","",""
"11426","r27","crypto","",""
"11427","r28","crypto","",""
"11428","r29","crypto","",""
"11429","r30","crypto","",""
"11430","r31","crypto","",""
"11431","r32","crypto","",""
"11432","r33","crypto","",""
"11433","r34","crypto","",""
"11434","r35","crypto","",""
"11435","r36","crypto","",""
"11436","r37","crypto","",""
"11437","r38","crypto","",""
"11438","r39","crypto","",""
"11439","r40","crypto","",""
"11440","r41","crypto","",""
"11441","r42","crypto","",""
"11442","r43","crypto","",""
"11443","r44","crypto","",""
"11444","r45","crypto","",""
"11445","r46","crypto","",""
"11446","r47","crypto","",""
"11447","r48","crypto","",""
"11448","r49","crypto","",""
"11449","r50","crypto","",""
"11450","r51","crypto","",""
"11451","r52","crypto","",""
"11452","r53","crypto","",""
"11453","r54","crypto","",""
"11454","r55","crypto","",""
"11499","pr2","crypto","",""
"11500","pr1","crypto","",""
"11521","e63","essl","",""
"11531","e73","essl","",""
"11541","i6e63","essl","",""
"11551","i6e73","essl","",""
"11561","dsce63","essl","",""
"11571","dsce73","essl","",""
"11580","llns5","essl","",""
"11581","e63s","essl","",""
"11591","e73s","essl","",""
"11599","e61s","essl","","HK"
"11605","w105","freeflow","",""
"11606","w106","freeflow","",""
"11607","w107","freeflow","",""
"11608","w108","freeflow","",""
"11609","w109","freeflow","",""
"11610","w110","freeflow","",""
"11611","w111","freeflow","",""
"11612","w112","freeflow","",""
"11613","w113","freeflow","",""
"11614","w114","freeflow","",""
"11616","w116","freeflow","",""
"11617","w117","freeflow","",""
"11625","i6w105","freeflow","",""
"11626","i6w106","freeflow","",""
"11627","i6w107","freeflow","",""
"11628","i6w108","freeflow","",""
"11629","i6w109","freeflow","",""
"11630","i6w110","freeflow","",""
"11631","i6w111","freeflow","",""
"11632","i6w112","freeflow","",""
"11633","i6w113","freeflow","",""
"11634","i6w114","freeflow","",""
"11636","i6w116","freeflow","",""
"11637","i6w117","freeflow","",""
"11645","dscw105","freeflow","",""
"11646","dscw106","freeflow","",""
"11647","dscw107","freeflow","",""
"11648","dscw108","freeflow","",""
"11649","dscw109","freeflow","",""
"11650","dscw110","freeflow","",""
"11651","dscw111","freeflow","",""
"11652","dscw112","freeflow","",""
"11653","dscw113","freeflow","",""
"11654","dscw114","freeflow","",""
"11656","dscw116","freeflow","",""
"11657","dscw117","freeflow","",""
"11684","chcn4","freeflow","",""
"11701","w121","freeflow","",""
"11721","i6w121","freeflow","",""
"11741","dscw121","freeflow","",""
"11761","i6e61s","essl","","HK"
"11763","i6e63s","essl","",""
"11801","s2200","essl","",""
"11802","s2201","essl","",""
"11803","s2202","essl","",""
"11804","s2203","essl","",""
"11805","s2204","essl","",""
"11806","s2205","essl","",""
"11807","s2206","essl","",""
"11808","s2207","essl","",""
"11809","s2208","essl","",""
"11810","s2209","essl","",""
"11811","s2210","essl","",""
"11812","s2211","essl","",""
"11813","s2212","essl","",""
"11814","s2213","essl","",""
"11815","s2214","essl","",""
"11816","s2215","essl","",""
"11817","s2216","essl","",""
"11818","s2217","essl","",""
"11819","s2218","essl","",""
"11820","s2219","essl","",""
"11821","s2220","essl","",""
"11822","s2221","essl","",""
"11823","s2222","essl","",""
"11824","s2223","essl","",""
"11825","s2224","essl","",""
"11826","s2225","essl","",""
"11827","s2226","essl","",""
"11828","s2227","essl","",""
"11829","s2228","essl","",""
"11830","s2229","essl","",""
"11831","s2230","essl","",""
"11832","s2231","essl","",""
"11833","s2232","essl","",""
"11834","s2233","essl","",""
"11835","s2234","essl","",""
"11836","s2235","essl","",""
"11837","s2236","essl","",""
"11838","s2237","essl","",""
"11839","s2238","essl","",""
"11840","s2239","essl","",""
"11841","s2240","essl","",""
"11842","s2241","essl","",""
"11843","s2242","essl","",""
"11844","s2243","essl","",""
"11845","s2244","essl","",""
"11846","s2245","essl","",""
"11847","s2246","essl","",""
"11848","s2247","essl","",""
"11849","s2248","essl","",""
"11850","s2249","essl","",""
"11851","s2250","essl","",""
"11852","s2251","essl","",""
"11853","s2252","essl","",""
"11854","s2253","essl","",""
"11855","s2254","essl","",""
"11856","s2255","essl","",""
"11857","s2256","essl","",""
"11858","s2257","essl","",""
"11859","s2258","essl","",""
"11860","s2259","essl","",""
"11861","s2260","essl","",""
"11862","s2261","essl","",""
"11863","s2262","essl","",""
"11864","s2263","essl","",""
"11865","s2264","essl","",""
"11866","s2265","essl","",""
"11867","s2266","essl","",""
"11868","s2267","essl","",""
"11869","s2268","essl","",""
"11870","s2269","essl","",""
"11871","s2270","essl","",""
"11872","s2271","essl","",""
"11873","s2272","essl","",""
"11874","s2273","essl","",""
"11875","s2274","essl","",""
"11876","s2275","essl","",""
"11877","s2276","essl","",""
"11878","s2277","essl","",""
"11879","s2278","essl","",""
"11880","s2279","essl","",""
"11881","s2280","essl","",""
"11882","s2281","essl","",""
"11883","s2282","essl","",""
"11884","s2283","essl","",""
"11885","s2284","essl","",""
"11886","s2285","essl","",""
"11887","s2286","essl","",""
"11888","s2287","essl","",""
"11889","s2288","essl","",""
"11890","s2289","essl","",""
"11891","s2290","essl","",""
"11892","s2291","essl","",""
"11893","s2292","essl","",""
"11894","s2293","essl","",""
"11895","s2294","essl","",""
"11896","s2295","essl","",""
"11897","s2296","essl","",""
"11898","s2297","essl","",""
"11899","s2298","essl","",""
"11900","s2299","essl","",""
"11901","s2300","essl","",""
"11902","s2301","essl","",""
"11903","s2302","essl","",""
"11904","s2303","essl","",""
"11905","s2304","essl","",""
"11906","s2305","essl","",""
"11907","s2306","essl","",""
"11908","s2307","essl","",""
"11909","s2308","essl","",""
"11910","s2309","essl","",""
"11911","s2310","essl","",""
"11912","s2311","essl","",""
"11913","s2312","essl","",""
"11914","s2313","essl","",""
"11915","s2314","essl","",""
"11916","s2315","essl","",""
"11917","s2316","essl","",""
"11918","s2317","essl","",""
"11919","s2318","essl","",""
"11920","s2319","essl","",""
"11921","s2320","essl","",""
"11922","s2321","essl","",""
"11923","s2322","essl","",""
"11924","s2323","essl","",""
"11925","s2324","essl","",""
"11926","s2325","essl","",""
"11927","s2326","essl","",""
"11928","s2327","essl","",""
"11929","s2328","essl","",""
"11930","s2329","essl","",""
"11931","s2330","essl","",""
"11932","s2331","essl","",""
"11933","s2332","essl","",""
"11934","s2333","essl","",""
"11935","s2334","essl","",""
"11936","s2335","essl","",""
"11937","s2336","essl","",""
"11938","s2337","essl","",""
"11939","s2338","essl","",""
"11940","s2339","essl","",""
"11941","s2340","essl","",""
"11942","s2341","essl","",""
"11943","s2342","essl","",""
"11944","s2343","essl","",""
"11945","s2344","essl","",""
"11946","s2345","essl","",""
"11947","s2346","essl","",""
"11948","s2347","essl","",""
"11949","s2348","essl","",""
"11950","s2349","essl","",""
"11951","s2350","essl","",""
"11952","s2351","essl","",""
"11953","s2352","essl","",""
"11954","s2353","essl","",""
"11955","s2354","essl","",""
"11956","s2355","essl","",""
"11957","s2356","essl","",""
"11958","s2357","essl","",""
"11959","s2358","essl","",""
"11960","s2359","essl","",""
"11961","s2360","essl","",""
"11962","s2361","essl","",""
"11963","s2362","essl","",""
"11964","s2363","essl","",""
"11965","s2364","essl","",""
"11966","s2365","essl","",""
"11967","s2366","essl","",""
"11968","s2367","essl","",""
"11969","s2368","essl","",""
"11970","s2369","essl","",""
"11971","s2370","essl","",""
"11972","s2371","essl","",""
"11973","s2372","essl","",""
"11974","s2373","essl","",""
"11975","s2374","essl","",""
"11976","s2375","essl","",""
"11977","s2376","essl","",""
"11978","s2377","essl","",""
"11979","s2378","essl","",""
"11980","s2379","essl","",""
"11981","s2380","essl","",""
"11982","s2381","essl","",""
"11983","s2382","essl","",""
"11984","s2383","essl","",""
"11985","s2384","essl","",""
"11986","s2385","essl","",""
"11987","s2386","essl","",""
"11988","s2387","essl","",""
"11989","s2388","essl","",""
"11990","s2389","essl","",""
"11991","s2390","essl","",""
"11992","s2391","essl","",""
"11993","s2392","essl","",""
"11994","s2393","essl","",""
"11995","s2394","essl","",""
"11996","s2395","essl","",""
"11997","s2396","essl","",""
"11998","s2397","essl","",""
"11999","s2398","essl","",""
"14000","s1700","essl","",""
"14001","s1701","essl","",""
"14002","s1702","essl","",""
"14003","s1703","essl","",""
"14004","s1704","essl","",""
"14005","s1705","essl","",""
"14006","s1706","essl","",""
"14007","s1707","essl","",""
"14008","s1708","essl","",""
"14009","s1709","essl","",""
"14010","s1710","essl","",""
"14011","s1711","essl","",""
"14012","s1712","essl","",""
"14013","s1713","essl","",""
"14014","s1714","essl","",""
"14015","s1715","essl","",""
"14016","s1716","essl","",""
"14017","s1717","essl","",""
"14018","s1718","essl","",""
"14019","s1719","essl","",""
"14020","s1720","essl","",""
"14021","s1721","essl","",""
"14022","s1722","essl","",""
"14023","s1723","essl","",""
"14024","s1724","essl","",""
"14025","s1725","essl","",""
"14026","s1726","essl","",""
"14027","s1727","essl","",""
"14028","s1728","essl","",""
"14029","s1729","essl","",""
"14030","s1730","essl","",""
"14031","s1731","essl","",""
"14032","s1732","essl","",""
"14033","s1733","essl","",""
"14034","s1734","essl","",""
"14035","s1735","essl","",""
"14036","s1736","essl","",""
"14037","s1737","essl","",""
"14038","s1738","essl","",""
"14039","s1739","essl","",""
"14040","s1740","essl","",""
"14041","s1741","essl","",""
"14042","s1742","essl","",""
"14043","s1743","essl","",""
"14044","s1744","essl","",""
"14045","s1745","essl","",""
"14046","s1746","essl","",""
"14047","s1747","essl","",""
"14048","s1748","essl","",""
"14049","s1749","essl","",""
"14050","s1750","essl","",""
"14051","s1751","essl","",""
"14052","s1752","essl","",""
"14053","s1753","essl","",""
"14054","s1754","essl","",""
"14055","s1755","essl","",""
"14056","s1756","essl","",""
"14057","s1757","essl","",""
"14058","s1758","essl","",""
"14059","s1759","essl","",""
"14060","s1760","essl","",""
"14061","s1761","essl","",""
"14062","s1762","essl","",""
"14063","s1763","essl","",""
"14064","s1764","essl","",""
"14065","s1765","essl","",""
"14066","s1766","essl","",""
"14067","s1767","essl","",""
"14068","s1768","essl","",""
"14069","s1769","essl","",""
"14070","s1770","essl","",""
"14071","s1771","essl","",""
"14072","s1772","essl","",""
"14073","s1773","essl","",""
"14074","s1774","essl","",""
"14075","s1775","essl","",""
"14076","s1776","essl","",""
"14077","s1777","essl","",""
"14078","s1778","essl","",""
"14079","s1779","essl","",""
"14080","s1780","essl","",""
"14081","s1781","essl","",""
"14082","s1782","essl","",""
"14083","s1783","essl","",""
"14084","s1784","essl","",""
"14085","s1785","essl","",""
"14086","s1786","essl","",""
"14087","s1787","essl","",""
"14088","s1788","essl","",""
"14089","s1789","essl","",""
"14090","s1790","essl","",""
"14091","s1791","essl","",""
"14092","s1792","essl","",""
"14093","s1793","essl","",""
"14094","s1794","essl","",""
"14095","s1795","essl","",""
"14096","s1796","essl","",""
"14097","s1797","essl","",""
"14098","s1798","essl","",""
"14099","s1799","essl","",""
"14100","s1800","essl","",""
"14101","s1801","essl","",""
"14102","s1802","essl","",""
"14103","s1803","essl","",""
"14104","s1804","essl","",""
"14105","s1805","essl","",""
"14106","s1806","essl","",""
"14107","s1807","essl","",""
"14108","s1808","essl","",""
"14109","s1809","essl","",""
"14110","s1810","essl","",""
"14111","s1811","essl","",""
"14112","s1812","essl","",""
"14113","s1813","essl","",""
"14114","s1814","essl","",""
"14115","s1815","essl","",""
"14116","s1816","essl","",""
"14117","s1817","essl","",""
"14118","s1818","essl","",""
"14119","s1819","essl","",""
"14120","s1820","essl","",""
"14121","s1821","essl","",""
"14122","s1822","essl","",""
"14123","s1823","essl","",""
"14124","s1824","essl","",""
"14125","s1825","essl","",""
"14126","s1826","essl","",""
"14127","s1827","essl","",""
"14128","s1828","essl","",""
"14129","s1829","essl","",""
"14130","s1830","essl","",""
"14131","s1831","essl","",""
"14132","s1832","essl","",""
"14133","s1833","essl","",""
"14134","s1834","essl","",""
"14135","s1835","essl","",""
"14136","s1836","essl","",""
"14137","s1837","essl","",""
"14138","s1838","essl","",""
"14139","s1839","essl","",""
"14140","s1840","essl","",""
"14141","s1841","essl","",""
"14142","s1842","essl","",""
"14143","s1843","essl","",""
"14144","s1844","essl","",""
"14145","s1845","essl","",""
"14146","s1846","essl","",""
"14147","s1847","essl","",""
"14148","s1848","essl","",""
"14149","s1849","essl","",""
"14150","s1850","essl","",""
"14151","s1851","essl","",""
"14152","s1852","essl","",""
"14153","s1853","essl","",""
"14154","s1854","essl","",""
"14155","s1855","essl","",""
"14156","s1856","essl","",""
"14157","s1857","essl","",""
"14158","s1858","essl","",""
"14159","s1859","essl","",""
"14160","s1860","essl","",""
"14161","s1861","essl","",""
"14162","s1862","essl","",""
"14163","s1863","essl","",""
"14164","s1864","essl","",""
"14165","s1865","essl","",""
"14166","s1866","essl","",""
"14167","s1867","essl","",""
"14168","s1868","essl","",""
"14169","s1869","essl","",""
"14170","s1870","essl","",""
"14171","s1871","essl","",""
"14172","s1872","essl","",""
"14173","s1873","essl","",""
"14174","s1874","essl","",""
"14175","s1875","essl","",""
"14176","s1876","essl","",""
"14177","s1877","essl","",""
"14178","s1878","essl","",""
"14179","s1879","essl","",""
"14180","s1880","essl","",""
"14181","s1881","essl","",""
"14182","s1882","essl","",""
"14183","s1883","essl","",""
"14184","s1884","essl","",""
"14185","s1885","essl","",""
"14186","s1886","essl","",""
"14187","s1887","essl","",""
"14188","s1888","essl","",""
"14189","s1889","essl","",""
"14190","s1890","essl","",""
"14191","s1891","essl","",""
"14192","s1892","essl","",""
"14193","s1893","essl","",""
"14194","s1894","essl","",""
"14195","s1895","essl","",""
"14196","s1896","essl","",""
"14197","s1897","essl","",""
"14198","s1898","essl","",""
"14199","s1899","essl","",""
"14200","s1900","essl","",""
"14201","s1901","essl","",""
"14202","s1902","essl","",""
"14203","s1903","essl","",""
"14204","s1904","essl","",""
"14205","s1905","essl","",""
"14206","s1906","essl","",""
"14207","s1907","essl","",""
"14208","s1908","essl","",""
"14209","s1909","essl","",""
"14210","s1910","essl","",""
"14211","s1911","essl","",""
"14212","s1912","essl","",""
"14213","s1913","essl","",""
"14214","s1914","essl","",""
"14215","s1915","essl","",""
"14216","s1916","essl","",""
"14217","s1917","essl","",""
"14218","s1918","essl","",""
"14219","s1919","essl","",""
"14220","s1920","essl","",""
"14221","s1921","essl","",""
"14222","s1922","essl","",""
"14223","s1923","essl","",""
"14224","s1924","essl","",""
"14225","s1925","essl","",""
"14226","s1926","essl","",""
"14227","s1927","essl","",""
"14228","s1928","essl","",""
"14229","s1929","essl","",""
"14230","s1930","essl","",""
"14231","s1931","essl","",""
"14232","s1932","essl","",""
"14233","s1933","essl","",""
"14234","s1934","essl","",""
"14235","s1935","essl","",""
"14236","s1936","essl","",""
"14237","s1937","essl","",""
"14238","s1938","essl","",""
"14239","s1939","essl","",""
"14240","s1940","essl","",""
"14241","s1941","essl","",""
"14242","s1942","essl","",""
"14243","s1943","essl","",""
"14244","s1944","essl","",""
"14245","s1945","essl","",""
"14246","s1946","essl","",""
"14247","s1947","essl","",""
"14248","s1948","essl","",""
"14249","s1949","essl","",""
"14250","s1950","essl","",""
"14251","s1951","essl","",""
"14252","s1952","essl","",""
"14253","s1953","essl","",""
"14254","s1954","essl","",""
"14255","s1955","essl","",""
"14256","s1956","essl","",""
"14257","s1957","essl","",""
"14258","s1958","essl","",""
"14259","s1959","essl","",""
"14260","s1960","essl","",""
"14261","s1961","essl","",""
"14262","s1962","essl","",""
"14263","s1963","essl","",""
"14264","s1964","essl","",""
"14265","s1965","essl","",""
"14266","s1966","essl","",""
"14267","s1967","essl","",""
"14268","s1968","essl","",""
"14269","s1969","essl","",""
"14270","s1970","essl","",""
"14271","s1971","essl","",""
"14272","s1972","essl","",""
"14273","s1973","essl","",""
"14274","s1974","essl","",""
"14275","s1975","essl","",""
"14276","s1976","essl","",""
"14277","s1977","essl","",""
"14278","s1978","essl","",""
"14279","s1979","essl","",""
"14280","s1980","essl","",""
"14281","s1981","essl","",""
"14282","s1982","essl","",""
"14283","s1983","essl","",""
"14284","s1984","essl","",""
"14285","s1985","essl","",""
"14286","s1986","essl","",""
"14287","s1987","essl","",""
"14288","s1988","essl","",""
"14289","s1989","essl","",""
"14290","s1990","essl","",""
"14291","s1991","essl","",""
"14292","s1992","essl","",""
"14293","s1993","essl","",""
"14294","s1994","essl","",""
"14295","s1995","essl","",""
"14296","s1996","essl","",""
"14297","s1997","essl","",""
"14298","s1998","essl","",""
"14299","s1999","essl","",""
"14300","s2000","essl","",""
"14301","s2001","essl","",""
"14302","s2002","essl","",""
"14303","s2003","essl","",""
"14304","s2004","essl","",""
"14305","s2005","essl","",""
"14306","s2006","essl","",""
"14307","s2007","essl","",""
"14308","s2008","essl","",""
"14309","s2009","essl","",""
"14310","s2010","essl","",""
"14311","s2011","essl","",""
"14312","s2012","essl","",""
"14313","s2013","essl","",""
"14314","s2014","essl","",""
"14315","s2015","essl","",""
"14316","s2016","essl","",""
"14317","s2017","essl","",""
"14318","s2018","essl","",""
"14319","s2019","essl","",""
"14320","s2020","essl","",""
"14321","s2021","essl","",""
"14322","s2022","essl","",""
"14323","s2023","essl","",""
"14324","s2024","essl","",""
"14325","s2025","essl","",""
"14326","s2026","essl","",""
